Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Larry Bird,2m07,30,74,28.1,9.2,7.6
Kevin McHale,2m09,29,77,26.1,9.9,2.6
Robert Parish,2m17,33,80,17.6,10.6,2.2
Danny Ainge,1m96,27,71,14.8,3.4,5.6
Dennis Johnson,1m94,32,79,13.4,3.3,7.5
Jerry Sichting,1m85,30,78,5.7,1.2,2.4
Frederick Roberts,2m08,26,73,5.5,2.6,0.8
Darren Daye,2m02,26,61,3.9,2,1.2
Sam Vincent,1m88,23,46,3.7,0.6,1.3
Scott Wedman,2m01,34,6,3.3,1.5,1
Bill Walton,2m12,34,10,2.8,3.1,0.9
Conner Henry,2m01,23,36,2.7,0.8,0.8
Rick Carlisle,1m96,27,42,2,0.7,0.8
Greg Kite,2m11,25,74,1.7,2.3,0.4
David Thirdkill,1m98,26,17,1.4,1.1,0.1
Andre Turner,1m82,22,3,1.3,0.7,0.3
