Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Buck Williams,2m04,27,70,18.3,11.9,1.6
Roy Hinson,2m06,26,48,17.6,7.3,1.5
Mike Gminski,2m11,28,34,16.9,9.4,1.6
Orlando Woolridge,2m06,28,19,16.4,4.8,3.7
Tim McCormick,2m11,25,47,14.1,6.9,2
John Bagley,1m83,27,82,12,3.1,5.8
Benjamin Coleman,2m04,26,27,11,6.4,1.4
Otis Birdsong,1m94,32,67,10.9,2.5,3.3
Dennis Hopson,1m96,22,61,9.6,2.3,1.9
Pearl Washington,1m89,23,68,9.3,1.7,3
Dudley Bradley,1m98,30,63,6.7,2,2.4
Adrian Branch,1m98,24,20,6.7,2.4,0.8
Dallas Comegys,2m04,23,75,5.6,2.9,0.9
Jamie Waller,1m93,23,9,4.7,1.4,0.3
Mike O'koren,2m01,29,4,4.5,1,0.5
Kevin McKenna,1m96,28,31,4.1,1,1.3
Duane Washington,1m93,23,15,3.6,1.5,2.3
Ricky Wilson,1m92,23,6,3.5,0.2,1
Chris Engler,2m11,28,54,1.9,1.8,0.3
Johnny Moore,1m86,29,1,0,2,1
