Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kenyon Martin,2m07,24,73,14.9,5.3,2.6
Keith Van Horn,2m09,26,81,14.8,7.5,2
Jason Kidd,1m94,28,82,14.7,7.3,9.9
Kerry Kittles,1m96,27,82,13.4,3.4,2.6
Todd Macculloch,2m14,25,62,9.7,6.1,1.3
Richard Jefferson,2m01,21,79,9.4,3.7,1.8
Lucious Harris,1m96,31,74,9.1,2.8,1.6
Aaron Williams,2m07,30,82,7.2,4.1,0.9
Jason Collins,2m13,23,77,4.5,3.9,1.1
Derrick Dial,1m96,26,25,2.9,1.8,1.2
Anthony Johnson,1m91,27,34,2.8,0.9,1.4
Brian Scalabrine,2m06,23,28,2.1,1.8,0.8
Brandon Armstrong,1m96,21,35,1.8,0.5,0.2
Donny Marshall,2m01,29,20,1.5,1.1,0.3
Reggie Slater,2m01,31,4,1.3,0.5,0
Steve Goodrich,2m06,25,9,0.6,0.6,0.6
