Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Larry Bird,2m07,29,82,25.8,9.9,6.8
Kevin McHale,2m09,28,68,21.3,8,2.7
Robert Parish,2m17,32,81,16.1,9.5,1.8
Dennis Johnson,1m94,31,78,15.6,3.5,5.8
Danny Ainge,1m96,26,80,10.7,3,5
Scott Wedman,2m01,33,79,8,2.4,1.1
Bill Walton,2m12,33,80,7.6,6.8,2.1
Jerry Sichting,1m85,29,82,6.5,1.3,2.3
David Thirdkill,1m98,25,49,3.3,1.4,0.3
Sam Vincent,1m88,22,57,3.2,0.8,1.2
Sly Williams,2m01,27,6,2.8,2.3,0.3
Rick Carlisle,1m96,26,77,2.6,1,1.3
Greg Kite,2m11,24,64,1.3,2,0.3
