Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Zion Williamson,2m01,20,60,26.9,7.3,3.8
Brandon Ingram,2m03,23,60,23.6,4.9,4.8
Lonzo Ball,1m99,23,54,15.1,4.8,5.7
Eric Bledsoe,1m87,31,70,12.4,3.4,3.8
Nickeil Alexander-Walker,1m97,22,45,11.2,3.2,2.3
Josh Hart,1m96,25,46,9.3,8.1,2.3
James Johnson,2m03,33,22,9.2,4.1,2.3
J.J. Redick,1m93,36,30,8.9,1.7,1.3
Willy Hernangomez,2m09,26,45,7.9,7.2,1.1
Isaiah Thomas,1m74,31,3,7.7,1.3,1.7
Naji Marshall,2m01,22,32,7.6,4.7,2.8
Jaxson Hayes,2m13,20,60,7.5,4.4,0.6
Steven Adams,2m15,27,58,7.3,8.8,1.9
Kira Lewis,1m90,19,53,6.3,1.3,2.3
Wenyen Gabriel,2m06,23,20,3.6,2.7,0.6
Wesley Iwundu,2m01,26,17,2.9,2.6,0.4
Didi Louzada,1m95,21,3,2.7,1,1
Nicolo Melli,2m04,29,22,2,2.6,1.1
James Nunnally,2m01,30,9,1.6,1.1,0.6
Sindarius Thornwell,1m96,26,14,1.2,0.4,0.3
Will Magnay,2m08,22,1,0,0,0
