Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Devonte Graham,1m88,24,63,18.2,3.4,7.5
Terry Rozier,1m85,25,63,18,4.4,4.1
Miles Bridges,2m01,21,65,13,5.6,1.8
P.J. Washington,2m03,21,58,12.2,5.4,2.1
Cody Zeller,2m11,27,58,11.1,7.1,1.5
Malik Monk,1m91,21,55,10.3,2.9,2.1
Bismack Biyombo,2m04,27,53,7.4,5.8,0.9
Marvin Williams,2m06,33,41,6.7,2.7,1
Caleb Martin,1m96,24,18,6.2,2.1,1.3
Willy Hernangomez,2m09,25,31,6.1,4.3,0.9
Dwayne Bacon,2m01,24,39,5.7,2.6,1.3
Jalen McDaniels,2m08,21,16,5.6,4.1,0.8
Cody Martin,1m96,24,48,5,3.3,2
Michael Kidd-Gilchrist,2m02,26,12,4,2.9,0.8
Nicolas Batum,2m03,31,22,3.6,4.5,3
Joe Chealey,1m92,24,4,0.5,0,0.3
