Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Kemba Walker,1m85,28,82,25.6,4.4,5.9
Jeremy Lamb,1m98,26,79,15.3,5.5,2.2
Cody Zeller,2m11,26,49,10.1,6.8,2.1
Marvin Williams,2m06,32,75,10.1,5.4,1.2
Tony Parker,1m86,36,56,9.5,1.5,3.7
Nicolas Batum,2m03,30,75,9.3,5.2,3.3
Malik Monk,1m91,20,73,8.9,1.9,1.6
Frank Kaminsky,2m11,25,47,8.6,3.5,1.3
Miles Bridges,2m01,20,80,7.5,4,1.2
Dwayne Bacon,2m01,23,43,7.3,2.1,1.1
Willy Hernangomez,2m09,24,58,7.3,5.4,1
Michael Kidd-Gilchrist,2m02,25,64,6.7,3.8,1
Devonte Graham,1m88,23,46,4.7,1.4,2.6
Bismack Biyombo,2m04,26,54,4.4,4.6,0.6
J.P. Macura,1m96,23,2,3,1.5,1
Shelvin Mack,1m93,28,4,2.3,0.5,0.3
Joe Chealey,1m92,23,1,2,0,1
